,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,inference_time,action_cpu_time_ur5_1,planner_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1
0,0,0,False,False,False,False,1,0.0,0.0,0.0,0.0,0.0,0.00416666666,0.11949996399999918,36.185590408,0.6892382840000053,0.0004778939999994236,0.29973721504211426,[ 0.07430124 -0.10569973  0.54505372],[0. 0. 0.],[ 0.69889283  0.71519673  0.00602811 -0.00247895],1.1682510375976562e-05,[-3.11691524 -0.81023144 -1.57911803 -2.34788125  1.58436104],"[-6.44616326e-06 -3.79468220e-05  0.00000000e+00 -1.96033458e-04
 -9.31973202e-08]",8.175000004939648e-06,-0.35303048414501187,3.368033460907835,0.05
1,0,0,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.00833333332,0.9156848840000009,36.981775328000005,1.3823876089999985,0.007389491999994391,0.2925553321838379,[ 0.09006681 -0.10142739  0.54078996],[0. 0. 0.],[ 0.69004613  0.72358549  0.00173827 -0.01604431],1.4543533325195312e-05,[-3.09223774 -0.83505122 -1.58743969 -2.33952482  1.59801595],"[-7.22977880e-06 -3.73153863e-05  0.00000000e+00 -1.93725735e-04
 -1.48350757e-06]",7.304000000374344e-06,-0.35256146671714694,3.3641716349675415,0.05
2,0,0,False,False,False,False,3,0.0,0.0,0.0,0.0,0.0,0.01249999998,1.834523310999998,37.900613755,2.2321902520000023,4.612199999343147e-05,0.2961134910583496,[ 0.10547129 -0.09645712  0.53614944],[0. 0. 0.],[ 0.68108624  0.73160315 -0.00288467 -0.02949611],1.1682510375976562e-05,[-3.06756024 -0.85987099 -1.59576136 -2.33116834  1.61167085],"[-8.05622660e-06 -3.67139249e-05  0.00000000e+00 -1.91583576e-04
 -2.72918251e-06]",7.295999999712421e-06,-0.3520957025013159,3.3603109226979218,0.05
3,0,0,False,False,False,False,4,0.0,0.0,0.0,0.0,0.0,0.01666666664,2.5519321839999947,38.618022628,2.8759052309999973,4.398200000110819e-05,0.2638814449310303,[ 0.12048002 -0.0908103   0.53113955],[0. 0. 0.],[ 0.67202461  0.7392481  -0.00783812 -0.04282322],2.3365020751953125e-05,[-3.04288274 -0.88469075 -1.60408302 -2.32281183  1.62532574],"[-8.93288927e-06 -3.61495106e-05 -2.77555756e-17 -1.89672310e-04
 -3.82790356e-06]",7.461999999236468e-06,-0.3516348027774617,3.3564674368740106,0.05
4,0,0,False,False,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0208333333,3.220647065999998,39.28673751,3.4824257249999917,4.72659999957159e-05,0.25571417808532715,[ 0.13505962 -0.08451003  0.5257678 ],[0. 0. 0.],[ 0.66287178  0.74651945 -0.01311909 -0.05601451],2.2172927856445312e-05,[-3.01820525 -0.90951051 -1.61240468 -2.31445528  1.63898064],"[-9.86789931e-06 -3.56268715e-05  0.00000000e+00 -1.88047607e-04
 -4.77757938e-06]",7.399000004681966e-06,-0.3511804401407301,3.3526579034126494,0.05
5,0,0,False,False,False,False,6,0.0,0.0,0.0,0.0,0.0,0.024999999959999998,4.0025234109999985,40.068613855,4.207890075999991,4.8884999998222156e-05,0.2884223461151123,[ 0.14917815 -0.07758109  0.52004224],[0. 0. 0.],[ 0.65363908  0.75341648 -0.0187243  -0.06905899],8.106231689453125e-06,[-2.99352775 -0.93433025 -1.62072634 -2.3060987   1.65263553],"[-1.08690313e-05 -3.51481866e-05  2.77555756e-17 -1.86752510e-04
 -5.57617440e-06]",6.8889999980115135e-06,-0.3507343474945822,3.3488996513069424,0.05
6,0,0,False,False,False,False,7,0.0,0.0,0.0,0.0,0.0,0.029166666619999997,4.785892844999999,40.851983289,4.8785382969999915,4.6192999995753325e-05,0.26152491569519043,[ 0.16280508 -0.07004987  0.51397109],[0. 0. 0.],[ 0.64433753  0.75993842 -0.02465008 -0.08194577],7.62939453125e-06,[-2.96885027 -0.95914999 -1.629048   -2.29774208  1.66629042],"[-1.19420388e-05 -3.47128742e-05  0.00000000e+00 -1.85813942e-04
 -6.22207455e-06]",7.445999997912622e-06,-0.3502982801946944,3.3452102340695085,0.05
7,0,0,False,False,False,False,8,0.0,0.0,0.0,0.0,0.0,0.033333333279999995,5.566843911999996,41.632934356,5.589328849999987,4.16029999996681e-05,0.26310205459594727,[ 0.1759115  -0.06194422  0.5075627 ],[0. 0. 0.],[ 0.63497806  0.76608574 -0.03089245 -0.09466394],8.344650268554688e-06,[-2.94417278 -0.98396972 -1.63736966 -2.28938542  1.67994531],"[-1.30885198e-05 -3.43174039e-05  0.00000000e+00 -1.85239004e-04
 -6.71509961e-06]",7.0860000036532256e-06,-0.3498740361221647,3.341607630469973,0.05
8,0,0,False,False,False,False,9,0.0,0.0,0.0,0.0,0.0,0.037499999939999994,6.159929944999995,42.226020389,6.124694359999985,4.001300000311403e-05,0.22306084632873535,[ 0.18847007 -0.0532934   0.50082588],[0. 0. 0.],[ 0.62557161  0.77185845 -0.03744705 -0.10720284],2.3126602172851562e-05,[-2.9194953  -1.00878944 -1.64569132 -2.28102872  1.6936002 ],"[-1.43035792e-05 -3.39551727e-05  0.00000000e+00 -1.85011603e-04
 -7.05812039e-06]",7.147999994572274e-06,-0.3494634483592949,3.3381101712995562,0.05
9,0,0,False,False,False,False,10,0.0,0.0,0.0,0.0,0.0,0.04166666659999999,6.747715109999994,42.813805554,6.65286613899999,4.30710000003387e-05,0.218672513961792,[ 0.20045517 -0.044128    0.4937695 ],[0. 0. 0.],[ 0.61612916  0.77725732 -0.04430925 -0.11955183],2.47955322265625e-05,[-2.89481781 -1.03360916 -1.65401299 -2.27267199  1.70725508],"[-1.55737390e-05 -3.36165073e-05  0.00000000e+00 -1.85090141e-04
 -7.25902526e-06]",7.229000004826958e-06,-0.34906835676366665,3.334736255119905,0.05
10,0,0,False,False,False,False,11,0.0,0.0,0.0,0.0,0.0,0.04583333325999999,7.332501381999997,43.398591826,7.162942846999989,3.881900000379801e-05,0.21047520637512207,[ 0.21184292 -0.0344798   0.48640275],[0. 0. 0.],[ 0.60666162  0.78228319 -0.05147404 -0.13170043],5.0067901611328125e-06,[-2.87014034 -1.05842886 -1.66233465 -2.26431523  1.72090997],"[-1.68756609e-05 -3.32888629e-05  0.00000000e+00 -1.85407026e-04
 -7.33256356e-06]",0.004009213000003342,-0.34869062763502356,3.331504544940952,0.05
11,0,0,False,False,False,False,12,0.0,0.0,0.0,0.0,0.0,0.04999999991999999,7.989392611999996,44.055483056,7.743792469999988,3.962800000323341e-05,0.21731352806091309,[ 0.22261126 -0.02438172  0.478735  ],[0. 0. 0.],[ 0.59717983  0.78693765 -0.05893609 -0.14363834],2.4557113647460938e-05,[-2.84546286 -1.08324856 -1.67065631 -2.25595842  1.73456487],"[-1.81762040e-05 -3.29572816e-05  0.00000000e+00 -1.85870619e-04
 -7.30147008e-06]",7.496000002049641e-06,-0.3483321252394764,3.32843368347231,0.05
12,0,0,False,False,False,False,13,0.0,0.0,0.0,0.0,0.0,0.05416666657999999,8.793818451,44.859908895000004,8.439286774999992,4.0814999998417534e-05,0.2058548927307129,[ 0.23222315 -0.01443084  0.47120184],[0. 0. 0.],[ 0.58819354  0.79100585 -0.06627449 -0.15474433],2.574920654296875e-05,[-2.8220842  -1.10676195 -1.67853999 -2.24804145  1.74750108],"[-1.93697136e-05 -3.26244695e-05 -2.77555756e-17 -1.86344684e-04
 -7.20313204e-06]",7.459000002540961e-06,-0.34799717800735774,3.3255423286793717,0.05
