,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,inference_time,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1,real_step,real_joint_velocities,real_effort,real_joint_positions,current_time
10,0,0,False,False,False,False,71,0.0,0.0,0.0,0.0,0.0,0.2958333328600002,14.066249948999996,73.840778055,8.038690759999994,3.551999999729105e-05,[ 0.12711662 -0.01283572  0.55114681],[0. 0. 0.],[ 0.30616778  0.94261438 -0.12815706 -0.0362671 ],7.3909759521484375e-06,[-2.19874573 -0.9066804  -1.48536442 -2.61731712  1.56190889],[-0.95736206  0.98226225 -1.47031398  0.71668173  0.475907  ],9.957000003169014e-06,-0.10302925201754837,0.3721456172223035,0.05,11,[ 0.06059224  0.00498544 -0.14837429 -0.06984407 -0.0371511   0.        ],[ 0.51785827 -0.30488622  0.46181297  0.01982553 -0.18910511 -0.0777771 ],"[-2.2798584e+00 -9.6219665e-01 -1.5391024e+00 -2.3771021e+00
  5.1392967e-01  5.9921127e-05]",28.207290649414062
11,0,0,False,False,False,False,78,0.0,0.0,0.0,0.0,0.0,0.3249999994800001,14.931663530999998,74.706191637,8.236634257999981,2.446699998870372e-05,[ 0.12786166 -0.00165746  0.51847816],[0. 0. 0.],[ 0.31909502  0.93275565 -0.14979716 -0.07553928],1.0013580322265625e-05,[-2.22032748 -0.89871402 -1.58652198 -2.59097489  1.6203849 ],[-1.15520477  0.18579068 -8.63554863  1.94199002  0.85836752],7.953000007887567e-06,-0.0915452688656628,0.3543884675956737,0.05,12,[ 0.07690357 -0.01178609 -0.01785809 -0.12842296  0.3283438   0.        ],[ 0.603047   -1.1186634   0.7734246   0.11742817  0.12352834 -0.09912768],"[-2.2371972e+00 -9.6631128e-01 -1.5581163e+00 -2.4488351e+00
  6.8255442e-01  5.9921127e-05]",28.77536392211914
12,0,0,False,False,False,False,83,0.0,0.0,0.0,0.0,0.0,0.34583333278,16.18261672,75.957144826,8.999574639999963,2.5786999998445026e-05,[0.12695156 0.01266006 0.49185988],[0. 0. 0.],[ 0.3235383   0.92521107 -0.16076833 -0.11602163],1.8596649169921875e-05,[-2.21878951 -0.89634988 -1.66758951 -2.56021586  1.69195125],[ 1.66771173  0.51372584 -2.67244778 -0.44715223  7.41536908],7.973999998966974e-06,-0.1254423649301824,0.32133661484388787,0.05,13,[ 0.02601376  0.02368722  0.08807606 -0.10397514  0.3667892   0.        ],[ 0.5716617  -0.26229185  1.5132221  -0.07320198  0.23638138 -0.10217776],"[-2.2201612e+00 -9.5528728e-01 -1.5140427e+00 -2.5082204e+00
  8.8800710e-01  2.3968450e-05]",29.335265159606934
13,0,0,False,False,False,False,94,0.0,0.0,0.0,0.0,0.0,0.39166666603999983,18.306806432000002,78.08133453800001,10.082594187999959,2.6123000012034936e-05,[0.09246902 0.01794345 0.49992108],[0. 0. 0.],[ 0.31974918  0.92059594 -0.0888724  -0.20582837],4.76837158203125e-06,[-2.18508566 -0.82970593 -1.68079891 -2.53156704  1.91637529],[ 1.63290524  2.24619012  0.00986316 -0.58610845  8.54406906],8.563999998045801e-06,-0.10291796518299097,0.33630729479004673,0.05,14,[ 0.01940486  0.03239256  0.01649029 -0.08245147  0.39804405  0.        ],[ 0.3811078  -0.22193925  1.5177058  -0.15860428  0.10827792 -0.12352834],"[-2.2094753e+00 -9.3983680e-01 -1.5004390e+00 -2.5546010e+00
  1.0876464e+00  1.1984225e-05]",29.871196269989014
14,0,0,False,False,False,False,99,0.0,0.0,0.0,0.0,0.0,0.41249999933999976,19.080932534,78.85546064,10.401494863999957,2.4658000000954416e-05,[0.06790917 0.02037412 0.51758808],[0. 0. 0.],[ 0.31160712  0.90762675 -0.04446907 -0.2777358 ],1.1205673217773438e-05,[-2.16229972 -0.79914723 -1.66064217 -2.53912105  2.08753795],[-0.65793301  1.91496087 -0.79823943  1.47442639  2.4686228 ],8.312999995041537e-06,-0.07965470961635353,0.36335893797363905,0.05,15,[ 0.01393366  0.01273204  0.05152897 -0.05838715  0.38574824  0.        ],[ 0.56045264 -0.342997    1.5715092  -0.16470444  0.18758006 -0.15097907],"[-2.2016518e+00 -9.2942506e-01 -1.4736999e+00 -2.5927370e+00
  1.3073453e+00 -3.5587942e-05]",30.43919086456299
15,0,0,False,False,False,False,112,0.0,0.0,0.0,0.0,0.0,0.46666666591999956,21.449928556000003,81.22445666200001,11.59657293999993,2.3490999993214245e-05,[0.06311505 0.0303261  0.51546144],[0. 0. 0.],[ 0.27668887  0.91609126  0.03323912 -0.28829715],1.6927719116210938e-05,[-2.125829   -0.7416534  -1.71853387 -2.38087551  2.15394016],[-1.61937701 -0.26625783 -2.02521453  5.80667078 -4.09976291],8.07499999666561e-06,-0.05283929364713635,0.36760899333972263,0.05,16,[ 0.0023521   0.03598463 -0.02432638 -0.02662895  0.3656387   0.00131826],[ 0.3631733  -0.49768195  0.7644574  -0.12200329  0.3858354  -0.0701519 ],"[-2.1991837e+00 -9.1065294e-01 -1.4826130e+00 -2.6136663e+00
  1.5201960e+00 -2.3667013e-05]",30.999146223068237
16,0,0,False,False,False,False,122,0.0,0.0,0.0,0.0,0.0,0.5083333325199995,22.518808073999992,82.29333618,11.734875724999924,2.390000000218606e-05,[0.03542784 0.04413578 0.51032424],[0. 0. 0.],[ 0.2784338   0.85308599  0.0541473  -0.43793496],1.9788742065429688e-05,[-2.12550673 -0.69600356 -1.81026706 -2.38789563  2.47747755],[-1.60205994  2.69305146 -3.03307758 -0.22840491 10.        ],9.336999994502548e-06,-0.061110887900480804,0.36949039642208786,0.05,17,"[-3.28271911e-02  1.32305846e-02 -1.58741444e-01  4.24720943e-02
  1.28375024e-01  1.19842254e-04]",[-0.30488622 -0.50216556  1.241963    0.56121516  0.05642653 -0.06557677],"[-2.2138240e+00 -9.0160877e-01 -1.5556816e+00 -2.5985115e+00
  1.5972111e+00 -1.1746083e-05]",31.47918200492859
17,0,0,False,False,False,False,128,0.0,0.0,0.0,0.0,0.0,0.5333333324799994,23.448959074,83.22348718,12.15229016499994,2.6404999999840584e-05,[0.03795862 0.06978864 0.48357561],[0. 0. 0.],[-0.32907051 -0.76508439 -0.05082977  0.55115771],2.1457672119140625e-05,[-2.19180993 -0.69340298 -1.94361775 -2.39387106  2.72747718],[-3.23562663 -1.09893248 -7.5634899  -0.14970696  9.99991297],8.057000002281711e-06,-0.06035924406530105,0.354900677544179,0.05,18,"[-8.4752440e-03  7.5932052e-03 -1.7408125e-01  4.7457531e-02
  1.4563231e-01  4.7936901e-05]",[-0.23987372 -0.7263466   1.2217867   0.4361618   0.23943147 -0.08387727],"[-2.2178733e+00 -8.9767438e-01 -1.6365861e+00 -2.5711229e+00
  1.6654954e+00 -3.5587942e-05]",31.951191425323486
18,0,0,False,False,False,False,133,0.0,0.0,0.0,0.0,0.0,0.5541666657799993,24.67429274,84.448820846,12.923640942999953,2.4280999994630292e-05,[0.05443967 0.09747994 0.45611641],[0. 0. 0.],[-0.37477383 -0.67357141 -0.05065551  0.63504344],2.002716064453125e-05,[-2.24142258 -0.71832203 -2.06122942 -2.38221421  2.93581052],[-2.2727099  -1.90639733 -9.25866176  1.11964606 10.        ],8.628999992765785e-06,-0.07050745400601227,0.32161441229250604,0.05,19,"[ 6.2509716e-02  1.2415018e-01 -5.8751464e-02  6.2941149e-02
  4.3406865e-01  2.3968450e-05]",[ 0.6120143  -0.49544013  0.473022    0.33550906  0.2180809  -0.08692735],"[-2.1900070e+00 -8.3976632e-01 -1.6758879e+00 -2.5367844e+00
  1.8806245e+00 -5.9906637e-05]",32.52717590332031
19,0,0,False,False,False,False,137,0.0,0.0,0.0,0.0,0.0,0.5708333324199992,26.067507061,85.842035167,14.011140247999933,2.3753999997211395e-05,[0.07352518 0.11722288 0.43709263],[0. 0. 0.],[-0.40357679 -0.59597909 -0.06704655  0.69096988],1.1205673217773438e-05,[-2.27993034 -0.74475171 -2.14494728 -2.35009202  3.10247683],[-2.53179393 -1.6285475  -5.63255434  1.94083333 10.        ],8.492999995723949e-06,-0.08548778169904432,0.28617106997873193,0.05,20,"[3.8733017e-02 5.5939168e-02 3.1791754e-02 0.0000000e+00 2.9941389e-01
 2.3968450e-05]",[ 0.54027635 -0.8025682   1.927957   -0.01525041  0.09607759 -0.10827792],"[-2.1686103e+00 -8.0774337e-01 -1.6658105e+00 -2.5371082e+00
  2.0401986e+00 -4.7985708e-05]",33.04709553718567
20,0,0,False,False,False,False,143,0.0,0.0,0.0,0.0,0.0,0.5958333323799991,27.66919060299999,87.443718709,15.085506869999932,2.604899999880672e-05,[0.08382291 0.11952066 0.406587  ],[0. 0. 0.],[-0.45058596 -0.54575711 -0.04551888  0.70501733],1.0013580322265625e-05,[-2.32413227 -0.73639116 -2.2370326  -2.27098642  3.14159265],[-1.94750786  1.69742851 -3.70341407  3.3355888   0.        ],8.214999994038408e-06,-0.112081470472757,0.2560259415013713,0.05,21,[ 0.05159289  0.10022008 -0.20614146  0.29816753  0.27419907  0.        ],[ 0.5963216  -0.5963216   0.83619535  0.41328615  0.14030379 -0.11437809],"[-2.1404560e+00 -7.5343925e-01 -1.7674011e+00 -2.3924892e+00
  2.2006056e+00 -9.5669420e-05]",33.61516571044922
21,0,0,False,False,False,False,147,0.0,0.0,0.0,0.0,0.0,0.6124999990199991,28.96692845999999,88.741456566,16.00246462199995,2.4612000004253787e-05,[0.09515961 0.11844069 0.37134519],[0. 0. 0.],[-0.49737108 -0.50346547 -0.02450828  0.70607644],2.1696090698242188e-05,[-2.38370295 -0.74204636 -2.32257902 -2.20057349  3.14159265],"[-4.63056717e+00 -1.42344912e+00 -7.85425250e+00  4.04229951e+00
  1.11022302e-15]",7.795000001920016e-06,-0.09454401438369865,0.24030720214038506,0.05,22,"[ 2.1795310e-02  8.2783833e-02 -4.9432531e-02 -1.9318571e-02
  4.3138418e-01 -4.7936901e-05]",[ 0.64564145 -0.757732    0.9572531  -0.05795157  0.26840726 -0.06862685],"[-2.1276371e+00 -7.0523053e-01 -1.8048209e+00 -2.3852632e+00
  2.4290690e+00 -5.9906637e-05]",34.16727066040039
22,0,0,False,False,False,False,151,0.0,0.0,0.0,0.0,0.0,0.629166665659999,30.396046498000004,90.17057460400001,17.12234317999993,2.4160999998912303e-05,[0.11103639 0.1196605  0.33577472],[0. 0. 0.],[-0.53858835 -0.45907068 -0.00741488  0.70648551],1.1682510375976562e-05,[-2.44531124 -0.77658839 -2.40432058 -2.0962171   3.14159265],"[-4.31640362e+00 -2.87347812e+00 -5.65186985e+00  7.05736389e+00
 -1.11022302e-15]",7.654000000911765e-06,-0.09183396266987875,0.21474104397851967,0.05,23,"[-1.0744257e-01  1.1172494e-02 -2.2686298e-01 -1.8455707e-02
  4.4574127e-01 -4.7936901e-05]",[-0.56045264 -1.0267493   0.71513754  0.00305008  0.1296285  -0.09150247],"[-2.1814406e+00 -6.9440204e-01 -1.9218324e+00 -2.3925974e+00
  2.6844933e+00 -9.5669420e-05]",34.73513197898865
23,0,0,False,False,False,False,157,0.0,0.0,0.0,0.0,0.0,0.6541666656199989,32.20089648199999,91.975424588,18.389480428999917,2.260200000137047e-05,[0.14369076 0.12651235 0.33031625],[0. 0. 0.],[-0.56138629 -0.43088448 -0.02905406  0.7059319 ],2.384185791015625e-05,[-2.52721553 -0.86146765 -2.42528738 -1.86484739  3.14159265],[-5.04184762 -5.43094803 -0.26148662  9.66700536  0.        ],8.526999991431694e-06,-0.07214091660906108,0.18322572001338655,0.05,24,"[-7.6085448e-02 -4.4638842e-02 -1.8426944e-01  2.4807347e-02
  3.4723094e-01 -2.3968450e-05]",[-0.82050264 -1.3540536   0.4438785   0.41633624  0.37821022 -0.10217776],"[-2.2353041e+00 -7.1562797e-01 -2.0466073e+00 -2.3835852e+00
  2.9102407e+00 -1.1951128e-04]",35.32718896865845
24,0,0,False,False,False,False,162,0.0,0.0,0.0,0.0,0.0,0.6749999989199988,33.57274131,93.347269416,19.34672237299992,0.0011474689999886323,[0.17865984 0.12998508 0.34168595],[0. 0. 0.],[-0.57347399 -0.41466975 -0.06413552  0.70360732],2.6702880859375e-05,[-2.60552748 -0.95023841 -2.40212918 -1.65695878  3.14159265],"[-2.64471816e+00 -3.46329803e+00  2.13904125e+00  1.00000000e+01
  4.44089210e-16]",7.766999999603286e-06,-0.06184556691596286,0.15038292241362639,0.05,25,"[-6.4491108e-02 -4.3718453e-02 -1.4037202e-01  5.2682653e-02
  2.7985564e-01 -2.3968450e-05]",[-0.45732936 -1.7687886   0.39007503  0.20588055  0.12047825 -0.09760264],"[-2.2703946e+00 -7.3836452e-01 -2.1240990e+00 -2.3577716e+00
  3.0611768e+00 -1.0711351e-04]",35.83096694946289
25,0,0,False,False,False,False,167,0.0,0.0,0.0,0.0,0.0,0.6958333322199988,34.93455027899999,94.709078385,20.275136113999906,2.4326000001906323e-05,[0.21109837 0.12156449 0.3462863 ],[0. 0. 0.],[-0.59144318 -0.3886143  -0.10129739  0.69922292],1.0251998901367188e-05,[-2.70321112 -1.02457362 -2.3941029  -1.46275353  3.14159265],"[-4.77385670e+00 -4.58811004e+00  2.91739711e-01  9.05095108e+00
  4.44089210e-16]",8.410000006620066e-06,-0.06952830700025171,0.13158732855885205,0.05,26,[-0.08434338  0.01095518 -0.1775455   0.1432115   0.10538927  0.20413929],[-0.57838714 -0.6008052   0.45284572  0.50173855  0.03355091  0.23180626],[-2.312732   -0.7374051  -2.212855   -2.2899377   3.1264982   0.09503902],36.35102891921997
26,0,0,False,False,False,False,172,0.0,0.0,0.0,0.0,0.0,0.7166666655199987,36.351148361,96.125676467,21.269951099999886,2.5117999996382423e-05,[0.23744383 0.12450521 0.36963904],[1.35728717 0.89380682 2.106421  ],[-0.58283848 -0.40278241 -0.13955922  0.69180119],1.6927719116210938e-05,[-2.73490269 -1.0921511  -2.33605167 -1.32124451  3.13942318],[ 1.09991523 -3.77263339  5.89770794  3.98585491 -0.52067448],7.964999994669597e-06,-0.052252434515701496,0.12096560851713917,0.05,27,[-0.10056522 -0.0050877  -0.15131442  0.13153885  0.          0.17904432],[-0.78911734 -1.5311567  -0.11657415  0.34160924  0.22723113  0.33550906],[-2.3670974  -0.7407511  -2.2973986  -2.2209709   3.1391318   0.19219814],36.85497450828552
27,0,0,False,False,False,False,177,0.0,0.0,0.0,0.0,0.0,0.7374999988199986,37.72219886399999,97.49672697,22.197538123999877,2.5579000009656738e-05,[0.25396702 0.14349741 0.38752481],[0. 0. 0.],[-0.58808887 -0.4542605  -0.14527538  0.65321821],2.0503997802734375e-05,[-2.69486198 -1.14438316 -2.2475703  -1.2850225   3.03851774],[ 1.97504625 -4.15962138  4.93015021  0.97310182 -7.25004192],7.991000003926274e-06,-0.05069382452944097,0.11764836525552366,0.05,28,[-0.11921588 -0.05595195 -0.16290876  0.19483954 -0.01076183  0.19373699],[-0.5963216  -1.5692674   0.28022632  0.31415847  0.38736045  0.26078203],[-2.4291177  -0.76869375 -2.3822281  -2.1227725   3.1411557   0.29279596],37.3669490814209
28,0,0,False,False,False,False,181,0.0,0.0,0.0,0.0,0.0,0.7541666654599986,39.033057449,98.807585555,23.20933465499988,2.2048000005270296e-05,[0.26772308 0.13768984 0.35841489],[ 0.25357962 -0.48103809 -2.71604777],[-0.61829084 -0.43298906 -0.13066714  0.64277774],1.3113021850585938e-05,[-2.73015913 -1.18832774 -2.27285658 -1.28048243  3.0033137 ],[-1.87753491 -2.20433377 -4.70733233  0.17685289  1.18607768],8.04699999434888e-06,-0.050272444390262336,0.09803281523377838,0.05,29,[-0.15284841 -0.15668336 -0.05384273  0.42062235 -0.03029612  0.2656663 ],[-0.69271946 -1.3562953   0.591838    0.30958337 -0.11132801  0.0442262 ],[-2.5154927  -0.84957725 -2.4212885  -1.8972982   3.141587    0.44399083],37.966938495635986
29,0,0,False,False,False,False,187,0.0,0.0,0.0,0.0,0.0,0.7791666654199985,40.816460817999996,100.590988924,24.457045109999854,2.662199999292625e-05,[0.29228047 0.13320273 0.33894268],[0. 0. 0.],[-0.62907875 -0.44746399 -0.16377263  0.61417782],1.0728836059570312e-05,[-2.76990747 -1.26242065 -2.28085423 -1.13223691  2.94977676],[-0.58394098 -4.41850858  1.14451698  7.95316517 -4.17431332],8.14899999568297e-06,-0.056682003049535655,0.08078575062543343,0.05,30,"[-1.42315075e-01 -1.58434659e-01  4.13152166e-02  3.75226110e-01
  1.19842254e-04  2.13822544e-01]",[-0.52234185 -1.1545324   1.5961691   0.30958337  0.17080462  0.09455255],[-2.5958652  -0.93924934 -2.4047694  -1.6830767   3.1415632   0.57097006],38.55892586708069
30,0,0,False,False,False,False,196,0.0,0.0,0.0,0.0,0.0,0.8166666653599983,42.693511348,102.468039454,25.51374884799985,2.4258000010490832e-05,[0.30158621 0.15602227 0.31674081],[0. 0. 0.],[-0.55495435 -0.4388743  -0.17671941  0.68424076],2.193450927734375e-05,[-2.72402029 -1.39493098 -2.33998433 -0.88874669  3.14217727],[ 1.11044316 -6.4754266  -1.51857391  8.28343345 -0.03507677],9.50100000807197e-06,-0.06839873599251776,0.05352330738766233,0.05,31,"[-1.6822657e-01 -1.2954468e-01  1.6451944e-02  3.2942238e-01
  4.7936901e-05  2.0610471e-01]",[-0.77790827 -0.92362595  1.8943299   0.31263345  0.17537974  0.21198073],[-2.6885777  -1.0133594  -2.39534    -1.4920944   3.1415153   0.68765485],39.135066509246826
31,0,0,True,False,False,False,197,0.3333333333333333,0.0,0.0,0.0,242.46280888886386,0.8208333320199983,43.29788002699999,103.072408133,26.039357370999852,2.5243000010277683e-05,[0.20978823 0.12209258 0.34618747],[0. 0. 0.],[-0.59066933 -0.38981569 -0.09971591  0.69943559],9.775161743164062e-06,[-2.71726575 -1.42537349 -2.34294726 -0.86159453  3.14206034],[ 1.62108963 -7.30620205 -0.71110453  6.51651842 -0.02806141],8.299000000988599e-06,500.0,0.04708303240175297,0.05,32,[-0.05256441 -0.10643271  0.08245147  0.2059609  -0.01040231  0.08748484],[-0.49768195 -0.26453364  1.7822394   0.32788384 -0.1555542   0.25010675],[-2.7262897 -1.0749506 -2.3501368 -1.3574566  3.1400418  0.7449956],39.64701271057129
