,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,inference_time,action_cpu_time_ur5_1,planner_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1,real_step,real_joint_velocities,real_effort,real_joint_positions,current_time
10,0,0,False,False,False,False,15,0.0,0.0,0.0,0.0,0.0,0.062499999899999985,5.7842858090000036,47.485534756,5.566601878,6.65029999993294e-05,0.2541773319244385,[0.25100088 0.00827556 0.45404705],[0. 0. 0.],[ 0.56872326  0.79872459 -0.08293852 -0.17808478],1.6927719116210938e-05,[-2.7714451  -1.15765248 -1.69561157 -2.23078137  1.77562812],"[-2.16377468e-05 -3.17755926e-05  0.00000000e+00 -1.87024360e-04
 -6.92931812e-06]",7.760000002576817e-06,-0.3473881138317502,3.320349611386484,0.05,11,[-0.2197044   0.2165981   0.07214823 -0.07439807 -0.1271766   0.        ],[-0.9751876   0.1053651   2.212667   -0.03355091 -0.19520527 -0.07320198],"[-3.0427747e+00 -8.8480455e-01 -1.6041468e+00 -2.3228009e+00
  1.6255594e+00 -4.7985708e-05]",17.80751633644104
11,0,0,False,False,False,False,16,0.0,0.0,0.0,0.0,0.0,0.06666666655999999,7.012644145000003,48.713893092,6.710498252000001,6.29749999987439e-05,0.2541773319244385,[0.25910974 0.01982533 0.44527158],[0. 0. 0.],[ 0.55929095  0.80191243 -0.09153123 -0.1890824 ],1.430511474609375e-05,[-2.74676858 -1.18247328 -1.70393656 -2.22242467  1.7892824 ],"[-2.24941908e-05 -3.12613337e-05  0.00000000e+00 -1.86883953e-04
 -6.83006173e-06]",8.925999999576106e-06,-0.3471251479413074,3.318108246962611,0.05,12,[ 0.2669638  -0.26031655 -0.08366587  0.1024891   0.12959741  0.        ],[ 0.38559142 -0.22866468  1.2823156   0.3888855   0.19673032 -0.08387727],"[-2.8909526e+00 -1.0371727e+00 -1.6553129e+00 -2.2715037e+00
  1.7092723e+00 -7.1827562e-05]",18.415504455566406
12,0,0,False,False,False,False,17,0.0,0.0,0.0,0.0,0.0,0.07083333321999999,8.471421762000006,50.172670709,8.103909592,7.840399999992087e-05,0.2541773319244385,[0.26651755 0.03164747 0.43624479],[0. 0. 0.],[ 0.54989696  0.80474043 -0.10038985 -0.19982003],4.291534423828125e-06,[-2.72209207 -1.20729408 -1.71226155 -2.21406797  1.80293668],"[-2.31392389e-05 -3.06663091e-05  0.00000000e+00 -1.86303891e-04
 -6.80586286e-06]",7.4059999946030075e-06,-0.3468905686663244,3.3161193273325384,0.05,13,[ 0.03514094 -0.0279568  -0.00990696  0.02159557  0.01833586  0.        ],[ 0.28470993  0.42818582  1.1904014   0.39651072  0.0777771  -0.08997743],"[-2.8736773e+00 -1.0549878e+00 -1.6611313e+00 -2.2655113e+00
  1.7188730e+00 -5.9906637e-05]",18.511449337005615
13,0,0,False,False,False,False,18,0.0,0.0,0.0,0.0,0.0,0.07499999987999999,8.723885866000003,50.425134813,8.274460742000002,6.194999999564743e-05,0.2541773319244385,[0.27321395 0.04370463 0.4269771 ],[0. 0. 0.],[ 0.54055154  0.80721194 -0.10950718 -0.21028836],6.67572021484375e-06,[-2.69741555 -1.23211488 -1.72058653 -2.20571127  1.81659096],"[-2.35502828e-05 -2.99827462e-05  0.00000000e+00 -1.85200015e-04
 -6.88198393e-06]",7.35500000104139e-06,-0.34668611506806013,3.314400243108859,0.05,14,[ 0.08169726 -0.08248982 -0.02463317  0.03022422  0.03899667  0.        ],[ 0.378866   -0.49095652  0.9931221   0.3187336   0.2546819  -0.07930214],"[-2.8519342e+00 -1.0765818e+00 -1.6684498e+00 -2.2580082e+00
  1.7311307e+00 -4.7985708e-05]",18.799535512924194
14,0,0,False,False,False,False,19,0.0,0.0,0.0,0.0,0.0,0.07916666653999999,9.387413232,51.088662178999996,8.851624646000005,6.57289999992372e-05,0.2541773319244385,[0.27919066 0.0559591  0.41747907],[0. 0. 0.],[ 0.53126466  0.8093304  -0.11887571 -0.22047827],1.2874603271484375e-05,[-2.67273902 -1.25693568 -1.72891152 -2.19735456  1.83024524],"[-2.37175472e-05 -2.92075097e-05  0.00000000e+00 -1.83515379e-04
 -7.07306499e-06]",7.463999999401949e-06,-0.34651347900162555,3.312967912842679,0.05,15,[ 0.0941992  -0.0919238  -0.03207298  0.03192598  0.04805674  0.        ],[ 0.6321906  -0.5357927   1.2464466   0.56121516  0.1372537  -0.08540231],"[-2.8236499e+00 -1.1050509e+00 -1.6780108e+00 -2.2484915e+00
  1.7467877e+00 -8.3748491e-05]",19.13554072380066
15,0,0,False,False,False,False,20,0.0,0.0,0.0,0.0,0.0,0.08333333319999998,10.147605563000006,51.84885451,9.490802968000004,6.0872000005929294e-05,0.2541773319244385,[0.28444141 0.06837293 0.40776142],[0. 0. 0.],[ 0.52204627  0.81110007 -0.12848769 -0.23038091],1.0967254638671875e-05,[-2.6480625  -1.28175647 -1.73723651 -2.18899786  1.84389952],"[-2.36436647e-05 -2.83419698e-05  0.00000000e+00 -1.81220621e-04
 -7.38249498e-06]",7.4390000008861534e-06,-0.34637429565108957,3.311838688374689,0.05,16,[ 0.0824259  -0.08338464 -0.0278034   0.02497513  0.0474815   0.        ],[ 0.5290673  -0.21969743  1.1859177   0.5520649   0.259257   -0.1037028 ],"[-2.8027089e+00 -1.1263469e+00 -1.6850656e+00 -2.2413952e+00
  1.7582675e+00 -4.7985708e-05]",19.39952325820923
16,0,0,False,False,False,False,21,0.0,0.0,0.0,0.0,0.0,0.08749999985999998,11.168278667000003,52.869527614,10.405730563000006,4.086800000635549e-05,0.15796852111816406,[0.28858128 0.0797644  0.39874569],[ -2.04491616 -27.17045013  23.47652439],[ 0.51373357  0.81240934 -0.13743065 -0.23912694],1.1920928955078125e-05,[-2.62562939 -1.30432094 -1.74480468 -2.18140153  1.85631247],"[-2.33785519e-05 -2.74814887e-05  2.77555756e-17 -1.78603184e-04
 -7.76078223e-06]",7.802999995476512e-06,-0.3462721085853603,3.3110282498413013,0.05,17,[ 0.0824259  -0.07998431 -0.02782897  0.02267415  0.04829643  0.        ],[ 0.71065396 -0.23314829  1.0110565   0.3477094   0.28670773 -0.09150247],"[-2.7778270e+00 -1.1514825e+00 -1.6935114e+00 -2.2329214e+00
  1.7720935e+00 -3.5587942e-05]",19.70366930961609
17,0,0,False,False,False,False,22,0.0,0.0,0.0,0.0,0.0,0.09166666651999998,11.540650632000002,53.241899579,10.679540747000004,7.310599999499345e-05,0.15796852111816406,[0.29211611 0.09122756 0.38956562],[0. 0. 0.],[ 0.50549275  0.81343734 -0.14656152 -0.24762186],1.0967254638671875e-05,[-2.60319618 -1.32688529 -1.75237285 -2.17380446  1.86872545],"[-2.29417613e-05 -2.65579305e-05  0.00000000e+00 -1.75496334e-04
 -8.21975257e-06]",8.057000002281711e-06,-0.3462088148288634,3.3105808170113153,0.05,18,[ 0.08335908 -0.08146717 -0.02823803  0.03003247  0.0474815   0.        ],[ 0.5156164  -0.24659917  0.93259317  0.42396146  0.04727628 -0.08997743],"[-2.7503812e+00 -1.1789101e+00 -1.7026409e+00 -2.2236679e+00
  1.7873071e+00 -7.1827562e-05]",20.031447649002075
18,0,0,False,False,False,False,23,0.0,0.0,0.0,0.0,0.0,0.09583333317999998,12.306049228,54.007298174999995,11.365370243000008,6.896100000375327e-05,0.15796852111816406,[0.2950455  0.10273375 0.38022944],[0. 0. 0.],[ 0.49733073  0.81418753 -0.15587418 -0.25585979],1.0251998901367188e-05,[-2.58076296 -1.34944964 -1.75994102 -2.16620737  1.88113843],"[-2.23536774e-05 -2.55798654e-05  0.00000000e+00 -1.71928828e-04
 -8.74365142e-06]",7.5300000048628135e-06,-0.34617676320149454,3.3104198373849694,0.05,19,[ 0.08532768 -0.08528934 -0.02612881  0.03324424  0.04681038  0.        ],[ 0.50216556 -0.3004026   1.1679833   0.18758006  0.25315684 -0.09912768],"[-2.7283382e+00 -1.2009515e+00 -1.7101873e+00 -2.2161405e+00
  1.7995408e+00 -5.9906637e-05]",20.303444385528564
19,0,0,False,False,False,False,24,0.0,0.0,0.0,0.0,0.0,0.09999999983999998,12.904033863000002,54.60528281,11.889483670000004,6.0730999997815616e-05,0.15796852111816406,[0.29737061 0.11425451 0.37074548],[0. 0. 0.],[ 0.4892545   0.81466347 -0.16536212 -0.2638346 ],2.765655517578125e-05,[-2.55832975 -1.37201399 -1.76750919 -2.15861029  1.89355141],"[-2.16372508e-05 -2.45573048e-05  1.38777878e-17 -1.67941280e-04
 -9.31409218e-06]",1.5121000004114649e-05,-0.3461769747683257,3.3105555216129816,0.05,20,[ 0.08372979 -0.08030389 -0.02726651  0.03149454  0.04836833  0.        ],[ 0.62770694 -0.14347588  0.9124169   0.46056244  0.2851827  -0.08692735],"[-2.7026539e+00 -1.2269648e+00 -1.7188133e+00 -2.2074983e+00
  1.8136773e+00 -3.5587942e-05]",20.6154146194458
20,0,0,False,False,False,False,25,0.0,0.0,0.0,0.0,0.0,0.10416666649999998,13.653499681,55.354748627999996,12.52786745400001,0.005637851000003025,0.15796852111816406,[0.29909387 0.1257616  0.3611221 ],[0. 0. 0.],[ 0.48127118  0.81486958 -0.17501847 -0.27154064],9.5367431640625e-06,[-2.53589654 -1.39457834 -1.77507736 -2.15101321  1.90596439],"[-2.08162429e-05 -2.35008389e-05  0.00000000e+00 -1.63581104e-04
 -9.91153009e-06]",8.006999998144693e-06,-0.34621039727047803,3.310997347106566,0.05,21,[ 0.07190535 -0.07058869 -0.02409628  0.02686863  0.04120177  0.        ],[ 0.49319834 -0.06725432  1.0088147   0.31415847  0.22875617 -0.11742817],"[-2.6768131e+00 -1.2529062e+00 -1.7274870e+00 -2.1987002e+00
  1.8279932e+00 -5.9906637e-05]",20.91945791244507
21,0,0,False,False,False,False,26,0.0,0.0,0.0,0.0,0.0,0.10833333315999998,14.348436038000003,56.049684985,13.10732466400001,6.756699998788918e-05,0.15796852111816406,[0.30021915 0.137227   0.35136768],[0. 0. 0.],[ 0.47338709  0.81480968 -0.18483625 -0.27897215],1.4543533325195312e-05,[-2.51346332 -1.41714269 -1.78264553 -2.14341612  1.91837737],"[-1.99142929e-05 -2.24214128e-05  0.00000000e+00 -1.58901758e-04
 -1.05166599e-05]",7.392999989974669e-06,-0.34627791430583166,3.311754149844522,0.05,22,[ 0.07804128 -0.07469209 -0.02450534  0.02492719  0.04098605  0.        ],[ 0.638916   -0.07622156  1.0267493   0.3446593   0.03355091 -0.09455255],"[-2.6560519e+00 -1.2738928e+00 -1.7344812e+00 -2.1917117e+00
  1.8395681e+00 -9.5669420e-05]",21.183449745178223
22,0,0,False,False,False,False,27,0.0,0.0,0.0,0.0,0.0,0.11249999981999997,15.080300960000002,56.781549907,13.769962459000006,0.0009542129999999815,0.15796852111816406,[0.3007516  0.14862302 0.34149072],[0. 0. 0.],[ 0.46560895  0.81448829 -0.19480841 -0.28612375],1.6689300537109375e-05,[-2.49103011 -1.43970704 -1.7902137  -2.13581904  1.93079035],"[-1.89534721e-05 -2.13293497e-05 -1.38777878e-17 -1.53956373e-04
 -1.11112561e-05]",7.55099999594222e-06,-0.34638034100389825,3.312834081121967,0.05,23,[ 0.08196571 -0.0837937  -0.02753496  0.02933738  0.04091414  0.        ],[ 0.508891    0.56045264  1.1096963   0.4407369   0.16317941 -0.10065272],"[-2.6286182e+00 -1.3014792e+00 -1.7438391e+00 -2.1824696e+00
  1.8546139e+00 -8.3748491e-05]",21.511367797851562
23,0,0,False,False,False,False,28,0.0,0.0,0.0,0.0,0.0,0.11666666647999997,15.826004818000001,57.527253765,14.437716666000007,6.079099999567461e-05,0.15796852111816406,[0.30069768 0.15992239 0.33149964],[0. 0. 0.],[ 0.45794314  0.81390995 -0.20492765 -0.29299021],5.7220458984375e-06,[-2.46859689 -1.46227139 -1.79778187 -2.12822195  1.94320334],"[-1.79541594e-05 -2.02345342e-05  0.00000000e+00 -1.48799387e-04
 -1.16790639e-05]",7.67000000223561e-06,-0.34651841421101454,3.314244509402269,0.05,24,[ 0.0735416  -0.0814416  -0.0279568   0.01641839  0.0371511   0.        ],[ 0.7016867   0.295919    0.88551515  0.39041054  0.07930214 -0.11285305],"[-2.6118224e+00 -1.3182071e+00 -1.7494897e+00 -2.1768239e+00
  1.8640702e+00 -3.5587942e-05]",21.7353413105011
24,0,0,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,16.333182860999997,58.034431807999994,14.866009156000011,5.893699999148794e-05,0.15796852111816406,[0.30006516 0.17109823 0.32140297],[0. 0. 0.],[ 0.45039594  0.81307948 -0.21518657 -0.29956645],2.0742416381835938e-05,[-2.44616368 -1.48483574 -1.80535004 -2.12062486  1.95561632],"[-1.69344027e-05 -1.91459038e-05  0.00000000e+00 -1.43482979e-04
 -1.22061533e-05]",8.219000008580224e-06,-0.3466927992483795,3.3159920878974156,0.05,25,[ 0.07336263 -0.07213545 -0.02536182  0.02499909  0.04041081  0.        ],[ 0.508891    0.4057677   0.9976057   0.46971267  0.2775575  -0.10980296],"[-2.5891447e+00 -1.3411745e+00 -1.7570838e+00 -2.1691282e+00
  1.8765304e+00 -3.5587942e-05]",22.023401498794556
25,0,0,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,16.333182860999997,58.034431807999994,14.866009156000011,5.893699999148794e-05,0.15796852111816406,[0.30006516 0.17109823 0.32140297],[0. 0. 0.],[ 0.45039594  0.81307948 -0.21518657 -0.29956645],2.0742416381835938e-05,[-2.44616368 -1.48483574 -1.80535004 -2.12062486  1.95561632],"[-1.69344027e-05 -1.91459038e-05  0.00000000e+00 -1.43482979e-04
 -1.22061533e-05]",8.219000008580224e-06,-0.3466927992483795,3.3159920878974156,0.05,26,[ 0.08424111 -0.08131377 -0.02693415  0.02686863  0.03930826  0.        ],[ 0.49319834  0.508891    0.9863967   0.42091137  0.13267858 -0.12047825],"[-2.5666108e+00 -1.3635901e+00 -1.7646302e+00 -2.1614678e+00
  1.8889551e+00 -9.5669420e-05]",22.295679569244385
26,0,0,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,16.333182860999997,58.034431807999994,14.866009156000011,5.893699999148794e-05,0.15796852111816406,[0.30006516 0.17109823 0.32140297],[0. 0. 0.],[ 0.45039594  0.81307948 -0.21518657 -0.29956645],2.0742416381835938e-05,[-2.44616368 -1.48483574 -1.80535004 -2.12062486  1.95561632],"[-1.69344027e-05 -1.91459038e-05  0.00000000e+00 -1.43482979e-04
 -1.22061533e-05]",8.219000008580224e-06,-0.3466927992483795,3.3159920878974156,0.05,27,[ 0.08550665 -0.08558334 -0.02693415  0.03132676  0.04379036  0.        ],[ 0.60977244  0.5111328   1.241963    0.20130543  0.2257061  -0.10827792],"[-2.5445201e+00 -1.3858627e+00 -1.7721766e+00 -2.1539285e+00
  1.9011284e+00 -7.1827562e-05]",22.567387104034424
27,0,0,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,16.333182860999997,58.034431807999994,14.866009156000011,5.893699999148794e-05,0.15796852111816406,[0.30006516 0.17109823 0.32140297],[0. 0. 0.],[ 0.45039594  0.81307948 -0.21518657 -0.29956645],2.0742416381835938e-05,[-2.44616368 -1.48483574 -1.80535004 -2.12062486  1.95561632],"[-1.69344027e-05 -1.91459038e-05  0.00000000e+00 -1.43482979e-04
 -1.22061533e-05]",8.219000008580224e-06,-0.3466927992483795,3.3159920878974156,0.05,28,[ 0.07980535 -0.07069095 -0.02123285  0.01874333  0.03997938  0.        ],[ 0.20848837  0.29367718  1.1993686   0.29128286  0.23333131 -0.11285305],"[-2.5220459e+00 -1.4083513e+00 -1.7798065e+00 -2.1463287e+00
  1.9136962e+00 -1.0711351e-04]",22.839327096939087
28,0,0,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,16.333182860999997,58.034431807999994,14.866009156000011,5.893699999148794e-05,0.15796852111816406,[0.30006516 0.17109823 0.32140297],[0. 0. 0.],[ 0.45039594  0.81307948 -0.21518657 -0.29956645],2.0742416381835938e-05,[-2.44616368 -1.48483574 -1.80535004 -2.12062486  1.95561632],"[-1.69344027e-05 -1.91459038e-05  0.00000000e+00 -1.43482979e-04
 -1.22061533e-05]",8.219000008580224e-06,-0.3466927992483795,3.3159920878974156,0.05,29,[ 0.08196571 -0.08205519 -0.02671683  0.03298059  0.04796087  0.        ],[ 0.71289575  0.4214604   0.7554902   0.30958337  0.05947661 -0.10522784],"[-2.4994400e+00 -1.4314164e+00 -1.7874373e+00 -2.1386921e+00
  1.9262398e+00 -4.7985708e-05]",23.111318588256836
29,0,1,False,False,False,False,1,0.0,0.0,0.0,0.0,0.0,0.12499999979999997,0.06453985000001694,187.582299959,52.39065130100001,4.4516000002658984e-05,0.04837799072265625,[ 0.07521488 -0.1054727   0.54483032],[0. 0. 0.],[ 0.69833839  0.71573669  0.00584313 -0.00320796],2.384185791015625e-05,[-3.11548052 -0.81161525 -1.57960301 -2.34728787  1.58514268],"[-6.48927474e-06 -3.79111663e-05  0.00000000e+00 -1.95925672e-04
 -1.76660920e-07]",7.615999976451349e-06,-0.3519027434296536,3.3680278158077677,0.05,1,[ 0.  0. -0.  0.  0.  0.],[ 0.10312328 -1.3024919   1.0962454   0.24858171 -0.03050082 -0.0442262 ],"[-3.1416109e+00 -7.8535205e-01 -1.5707606e+00 -2.3561175e+00
  1.5707420e+00 -1.1746083e-05]",76.81380558013916
